dataset,deg_id,gene_name,gene_id,cog,functional_category,function,organism,accession,growth_condition,expression_level,gene_ontology,uniprot_id,extra,strain,organism_dataset,method,condition,pmid,reference,aa_len,nt_len
DEG1053,DEG10530080,-,Protein_ID: WP_006494828.1,-,-,ABC transporter substrate-binding protein,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS03505,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",322,969
DEG1053,DEG10530081,-,-,-,-,-,-,-,Luria-Bertani (LB) media,locus_tag:WQ49_RS03540,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",18,18
DEG1053,DEG10530082,-,Protein_ID: WP_006483030.1,-,-,glucose 1-dehydrogenase,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS03595,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",258,777
DEG1053,DEG10530083,-,-,-,-,-,-,-,Luria-Bertani (LB) media,locus_tag:WQ49_RS03680,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",18,18
DEG1053,DEG10530084,-,Protein_ID: WP_012493350.1,-,-,hypothetical protein,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS03705,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",99,300
DEG1053,DEG10530085,-,Protein_ID: WP_012493351.1,-,-,hypothetical protein,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS03710,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",82,249
DEG1053,DEG10530086,-,Protein_ID: WP_006483021.1,-,-,SDR family oxidoreductase,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS03740,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",259,780
DEG1053,DEG10530087,-,Protein_ID: WP_006493096.1,-,-,acetyl-CoA C-acetyltransferase,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS03830,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",383,1152
DEG1053,DEG10530088,-,Protein_ID: WP_006481538.1,-,-,enoyl-CoA hydratase family protein,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS03845,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",271,816
DEG1053,DEG10530089,-,Protein_ID: WP_006494754.1,-,-,hypothetical protein,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS03985,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",139,420
DEG1053,DEG10530090,-,Protein_ID: WP_006486009.1,-,-,RNA polymerase sigma factor,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS03990,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",261,786
DEG1053,DEG10530091,-,Protein_ID: WP_006493271.1,-,-,YXWGXW repeat-containing protein,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS04000,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",99,300
DEG1053,DEG10530092,-,Protein_ID: WP_006478949.1,-,-,hypothetical protein,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS04030,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",85,258
DEG1053,DEG10530093,cobA,Protein_ID: WP_006488745.1,-,-,uroporphyrinogen-III C-methyltransferase,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS04135,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",253,762
DEG1053,DEG10530094,-,Protein_ID: WP_006487344.1,-,-,DUF3331 domain-containing protein,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS04205,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",160,483
DEG1053,DEG10530095,-,Protein_ID: WP_006482962.1,-,-,2-hydroxyacid dehydrogenase,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS04300,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",312,939
DEG1053,DEG10530096,-,Protein_ID: WP_012493375.1,-,-,HPP family protein,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS04315,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",391,1176
DEG1053,DEG10530097,-,Protein_ID: WP_006483522.1,-,-,GlsB/YeaQ/YmgE family stress response membrane protein,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS04585,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",84,255
DEG1053,DEG10530098,-,Protein_ID: WP_012493395.1,-,-,urea transporter,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS04805,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",297,894
DEG1053,DEG10530099,-,Protein_ID: WP_006489906.1,-,-,hypothetical protein,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS05015,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",97,294
DEG1053,DEG10530100,-,Protein_ID: WP_012493414.1,-,-,hypothetical protein,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS05100,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",233,702
DEG1053,DEG10530101,-,Protein_ID: WP_006486033.1,-,-,porin,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS05300,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",359,1080
DEG1053,DEG10530102,-,Protein_ID: WP_006492743.1,-,-,cysteine hydrolase,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS05330,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",203,612
DEG1053,DEG10530103,-,Protein_ID: WP_006496892.1,-,-,SDR family oxidoreductase,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS05400,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",253,762
DEG1053,DEG10530104,-,Protein_ID: WP_006484425.1,-,-,LysR family transcriptional regulator,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS05405,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",303,912
DEG1053,DEG10530105,-,Protein_ID: WP_006484438.1,-,-,hypothetical protein,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS05475,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",113,342
DEG1053,DEG10530106,-,Protein_ID: WP_012493468.1,-,-,lytic transglycosylase domain-containing protein,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS05875,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",261,786
DEG1053,DEG10530107,-,Protein_ID: WP_012493469.1,-,-,hypothetical protein,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS05900,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",228,687
DEG1053,DEG10530108,-,Protein_ID: WP_006487566.1,-,-,type III secretion system stator protein SctL,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS05910,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",209,630
DEG1053,DEG10530109,-,Protein_ID: WP_012493470.1,-,-,SctK family type III secretion system sorting platform protein,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS05915,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",246,741
DEG1053,DEG10530110,-,Protein_ID: WP_006490367.1,-,-,helix-turn-helix transcriptional regulator,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS06135,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",185,558
DEG1053,DEG10530111,-,Protein_ID: WP_006490282.1,-,-,LysR family transcriptional regulator,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS06240,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",306,921
DEG1053,DEG10530112,-,Protein_ID: WP_006483800.1,-,-,methylamine utilization protein MauE,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS07185,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",184,555
DEG1053,DEG10530113,-,Protein_ID: WP_006491387.1,-,-,electron transfer flavoprotein subunit beta/FixA family protein,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS07270,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",261,786
DEG1053,DEG10530114,-,Protein_ID: WP_006488993.1,-,-,4-vinyl reductase,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS07290,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",177,534
DEG1053,DEG10530115,-,Protein_ID: WP_006486133.1,-,-,transporter substrate-binding domain-containing protein,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS07525,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",398,1197
DEG1053,DEG10530116,arr,Protein_ID: WP_006489117.1,-,-,NAD(+)--rifampin ADP-ribosyltransferase,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS07605,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",131,396
DEG1053,DEG10530117,-,Protein_ID: WP_006489131.1,-,-,sarcosine oxidase subunit delta,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS07630,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",104,315
DEG1053,DEG10530118,-,Protein_ID: WP_006489120.1,-,-,SDR family oxidoreductase,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS07680,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",323,972
DEG1053,DEG10530119,-,Protein_ID: WP_034178321.1,-,-,DUF4148 domain-containing protein,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS07685,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",91,276
DEG1053,DEG10530120,-,Protein_ID: WP_006489118.1,-,-,DUF4148 domain-containing protein,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS07690,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",114,345
DEG1053,DEG10530121,-,Protein_ID: WP_006483229.1,-,-,hypothetical protein,Burkholderia cenocepacia strain K56-2 scf7180000000049,NZ_LAUA01000002,Luria-Bertani (LB) media,locus_tag:WQ49_RS07865,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",67,204
DEG1053,DEG10530122,-,Protein_ID: WP_012493808.1,-,-,hypothetical protein,Burkholderia cenocepacia strain K56-2 scf7180000000050,NZ_LAUA01000003,Luria-Bertani (LB) media,locus_tag:WQ49_RS08555,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",228,687
DEG1053,DEG10530123,-,-,-,-,-,-,-,Luria-Bertani (LB) media,locus_tag:WQ49_RS08710,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",18,18
DEG1053,DEG10530124,-,Protein_ID: WP_012493784.1,-,-,DUF2071 domain-containing protein,Burkholderia cenocepacia strain K56-2 scf7180000000050,NZ_LAUA01000003,Luria-Bertani (LB) media,locus_tag:WQ49_RS08940,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",288,867
DEG1053,DEG10530125,-,-,-,-,-,-,-,Luria-Bertani (LB) media,locus_tag:WQ49_RS09335,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",18,18
DEG1053,DEG10530126,-,Protein_ID: WP_006493470.1,-,-,glyoxylate/hydroxypyruvate reductase A,Burkholderia cenocepacia strain K56-2 scf7180000000050,NZ_LAUA01000003,Luria-Bertani (LB) media,locus_tag:WQ49_RS09345,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",308,927
