dataset,deg_id,gene_name,gene_id,cog,functional_category,function,organism,accession,growth_condition,expression_level,gene_ontology,uniprot_id,extra,strain,organism_dataset,method,condition,pmid,reference,aa_len,nt_len
DEG1066,DEG10660098,ssb,Protein_ID: CAR51133.1,-,-,single-strand binding protein,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0827,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",185,558
DEG1066,DEG10660099,ubiE,Protein_ID: CAR51179.1,-,-,ubiquinone/menaquinone biosynthesis methyltransferase,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0873,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",243,732
DEG1066,DEG10660100,-,Protein_ID: CAR51182.1,-,-,putative ubiquinone biosynthesis protein,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0876,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",525,1578
DEG1066,DEG10660101,aspS,Protein_ID: CAR51186.1,-,-,aspartyl-tRNA synthetase,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0880,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",600,1803
DEG1066,DEG10660102,-,Protein_ID: CAR51200.1,-,-,putative exported protein,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0894,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",786,2361
DEG1066,DEG10660103,pdxA,Protein_ID: CAR51202.1,-,-,4-hydroxythreonine-4-phosphate dehydrogenase,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0896,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",329,990
DEG1066,DEG10660104,glyS,Protein_ID: CAR51209.1,-,-,putative glycyl-tRNA synthetase beta chain,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0903,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",699,2100
DEG1066,DEG10660105,glyQ,Protein_ID: CAR51210.1,-,-,putative glycyl-tRNA synthetase alpha chain,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0904,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",334,1005
DEG1066,DEG10660106,-,Protein_ID: CAR51509.1,-,-,dehydrogenase,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1207,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",334,1005
DEG1066,DEG10660107,dnaQ,Protein_ID: CAR51556.1,-,-,"DNA polymerase III, epsilon chain",Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1254,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",244,735
DEG1066,DEG10660108,-,Protein_ID: CAR51558.1,-,-,putative methyltransferase,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1256,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",270,813
DEG1066,DEG10660109,-,Protein_ID: CAR51568.1,-,-,putative ribosomal RNA large subunit methyltransferase,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1266,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",220,663
DEG1066,DEG10660110,ftsH,Protein_ID: CAR51569.1,-,-,FtsH endopeptidase,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1267,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",632,1899
DEG1066,DEG10660111,folP,Protein_ID: CAR51570.1,-,-,dihydropteroate synthase,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1268,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",292,879
DEG1066,DEG10660112,-,Protein_ID: CAR51571.1,-,-,putative phosphoglucomutase,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1269,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",451,1356
DEG1066,DEG10660113,glmS3,Protein_ID: CAR51619.1,-,-,glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 3,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1321,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",605,1818
DEG1066,DEG10660114,-,Protein_ID: CAR51620.1,-,-,putative exported protein,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1322,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",362,1089
DEG1066,DEG10660115,-,Protein_ID: CAR51623.1,-,-,putative exported protein,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1325,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",337,1014
DEG1066,DEG10660116,-,Protein_ID: CAR51624.1,-,-,conserved hypothetical protein,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1326,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",331,996
DEG1066,DEG10660117,-,Protein_ID: CAR51625.1,-,-,putative glycosyltransferase,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1327,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",520,1563
DEG1066,DEG10660118,-,Protein_ID: CAR51644.1,-,-,putative Fe uptake system ATP-binding protein,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1346,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",261,786
DEG1066,DEG10660119,-,Protein_ID: CAR51647.1,-,-,"two-component regulatory system, sensor kinase protein",Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1349,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",463,1392
DEG1066,DEG10660120,-,Protein_ID: CAR51648.1,-,-,"two-component regulatory system, response regulator protein",Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1350,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",241,726
DEG1066,DEG10660121,-,Protein_ID: CAR51655.1,-,-,putative exported protein,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1357,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",202,609
DEG1066,DEG10660122,-,Protein_ID: CAR51662.1,-,-,putative lipoprotein,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1365,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",159,480
DEG1066,DEG10660123,-,Protein_ID: CAR51685.1,-,-,putative membrane protein,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1388,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",150,453
DEG1066,DEG10660124,-,Protein_ID: CAR51690.1,-,-,putative membrane protein,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1393,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",77,234
DEG1066,DEG10660125,-,Protein_ID: CAR51702.1,-,-,amidohydrolase family protein,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1404,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",629,1890
DEG1066,DEG10660126,-,Protein_ID: CAR51705.1,-,-,putative membrane protein,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1407,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",233,702
DEG1066,DEG10660127,glnS,Protein_ID: CAR51711.1,-,-,glutaminyl-tRNA synthetase,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1413,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",569,1710
DEG1066,DEG10660128,alaS,Protein_ID: CAR51715.1,-,-,alanyl-tRNA synthetase,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1416,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",874,2625
DEG1066,DEG10660129,-,Protein_ID: CAR51740.1,-,-,SirA-like protein,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1441,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",75,228
DEG1066,DEG10660130,galU,Protein_ID: CAR51746.1,-,-,UTP--glucose-1-phosphate uridylyltransferase,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1447,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",294,885
DEG1066,DEG10660131,valS,Protein_ID: CAR51747.1,-,-,putative valyl-tRNA synthetase,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1448,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",955,2868
DEG1066,DEG10660132,-,Protein_ID: CAR51748.1,-,-,putative helicase,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1449,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",818,2457
DEG1066,DEG10660133,-,Protein_ID: CAR51767.1,-,-,putative electron transport protein,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1468,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",557,1674
DEG1066,DEG10660134,thrS,Protein_ID: CAR51780.1,-,-,threonyl-tRNA synthetase,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1481,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",635,1908
DEG1066,DEG10660135,infC,-,-,-,translation initiation factor IF-3,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1482,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",179,537
DEG1066,DEG10660136,rpmI,Protein_ID: CAR51782.1,-,-,50S ribosomal protein L35,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1483,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",65,198
DEG1066,DEG10660137,rplT,Protein_ID: CAR51783.1,-,-,50S ribosomal protein L20,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1484,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",119,360
DEG1066,DEG10660138,pheS,Protein_ID: CAR51784.1,-,-,phenylalanyl-tRNA synthetase alpha chain,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1485,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",337,1014
DEG1066,DEG10660139,pheT,Protein_ID: CAR51785.1,-,-,phenylalanyl-tRNA synthetase beta chain,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1486,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",809,2430
DEG1066,DEG10660140,nusA,Protein_ID: CAR51805.1,-,-,N utilization substance protein A,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1506,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",491,1476
DEG1066,DEG10660141,infB,Protein_ID: CAR51806.1,-,-,translation initiation factor IF-2,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1507,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",971,2916
DEG1066,DEG10660142,sucA,Protein_ID: CAR51814.1,-,-,2-oxoglutarate dehydrogenase E1 component,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1515,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",954,2865
DEG1066,DEG10660143,sucB,Protein_ID: CAR51815.1,-,-,dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1516,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",425,1278
DEG1066,DEG10660144,odhL,Protein_ID: CAR51816.1,-,-,dihydrolipoamide dehydrogenase,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1517,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",476,1431
DEG1066,DEG10660145,rpiA,Protein_ID: CAR51855.1,-,-,ribose 5-phosphate isomerase A,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1556,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",231,696
DEG1066,DEG10660146,-,Protein_ID: CAR51966.1,-,-,hypothetical protein,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1667,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",25,78
DEG1066,DEG10660147,-,Protein_ID: CAR52025.1,-,-,putative oxidoreductase,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1726,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",453,1362
DEG1066,DEG10660148,cobL,Protein_ID: CAR52026.1,-,-,"precorrin-6Y C5,15-methyltransferase [decarboxylating]",Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL1727,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",454,1365
